ans008.hs37d5.fa.cons.90perc HG03492#2#JAHEPH010000288.1_2098270_2432686_1$HG02300.verkko_filt_mat.fa:haplotype1_0000028_144052837_144460586_1	0.8010017456595571 Allentofthg19
ans008.hs37d5.fa.cons.90perc HG02080#1#JAHEOW010000048.1_16689583_17097287_0$HG03492#2#JAHEPH010000288.1_2098270_2432686_1	0.8008645326609082 Allentofthg19
ans008.hs37d5.fa.cons.90perc HG01243#1#JAHEOY010000013.1_90081_424495_0$HG02300.verkko_filt_mat.fa:haplotype1_0000028_144052837_144460586_1	0.8008471627435483 Allentofthg19
ans008.hs37d5.fa.cons.90perc AV_HG01361#haplotype1#0000023:101593539_102001341$HG03492#2#JAHEPH010000288.1_2098270_2432686_1	0.8007370282907645 Allentofthg19
ans008.hs37d5.fa.cons.90perc HG02080#1#JAHEOW010000048.1_16689583_17097287_0$HG01243#1#JAHEOY010000013.1_90081_424495_0	0.8006746568640393 Allentofthg19
ans008.hs37d5.fa.cons.90perc HG03492#2#JAHEPH010000288.1_2098270_2432686_1$HG01099.verkko_filt_mat.fa:haplotype1_0000034_142513097_142920876_1	0.8006312977945175 Allentofthg19
ans008.hs37d5.fa.cons.90perc AV_HG01361#haplotype1#0000023:101593539_102001341$HG01243#1#JAHEOY010000013.1_90081_424495_0	0.8005648760301638 Allentofthg19
ans008.hs37d5.fa.cons.90perc HG01243#1#JAHEOY010000013.1_90081_424495_0$HG01099.verkko_filt_mat.fa:haplotype1_0000034_142513097_142920876_1	0.8004767980399615 Allentofthg19
ans008.hs37d5.fa.cons.90perc HG03492#2#JAHEPH010000288.1_2098270_2432686_1$NA19240#2#JAHEOL010000010.1_37445323_37853017_0	0.8004601729368018 Allentofthg19
ans008.hs37d5.fa.cons.90perc AV_HG00673#haplotype2#0001165:24014011_24421797$HG03492#2#JAHEPH010000288.1_2098270_2432686_1	0.8004062208709211 Allentofthg19
